component_name,brand,price,color,type
Intel Core i3-10300,Intel Core i3-10300,104.27,Intel UHD Graphics 630,CPU
AMD FX-6120,AMD FX-6120,58.53,,CPU
Intel Core i3-530,Intel Core i3-530,45.0,Intel HD Graphics,CPU
Intel Core 2 Duo E8500,Intel Core 2 Duo E8500,,,CPU
AMD FX-4300,AMD FX-4300,,,CPU
AMD Ryzen 5 3400G,AMD Ryzen 5 3400G,,Radeon Vega 11,CPU
Intel Core i5-3350P,Intel Core i5-3350P,,,CPU
Intel Core i7-920,Intel Core i7-920,90.0,,CPU
Intel Core 2 Quad Q6600,Intel Core 2 Quad Q6600,,,CPU
Intel Xeon E3-1231 V3,Intel Xeon E3-1231 V3,,,CPU
AMD A8-7680,AMD A8-7680,,Radeon R7 (on-die),CPU
Intel Core i9-7920X,Intel Core i9-7920X,556.54,,CPU
Intel Core i7-4960X Extreme Edition,Intel Core i7-4960X Extreme Edition,775.04,,CPU
Intel Core i7-4770S,Intel Core i7-4770S,117.98,Intel HD Graphics 4600,CPU
Intel Xeon E5-2695 V2,Intel Xeon E5-2695 V2,189.0,,CPU
Intel Core i9-9980XE,Intel Core i9-9980XE,1097.0,,CPU
AMD FX-6100,AMD FX-6100,72.8,,CPU
Intel Core i3-7320,Intel Core i3-7320,48.0,Intel HD Graphics 630,CPU
AMD A10-7850K,AMD A10-7850K,139.84,Radeon R7 (on-die),CPU
Intel Core i7-9800X,Intel Core i7-9800X,,,CPU
Intel Core i7-3820,Intel Core i7-3820,,,CPU
AMD Athlon II X4 640,AMD Athlon II X4 640,57.01,,CPU
Intel Xeon E5-2630 V4,Intel Xeon E5-2630 V4,335.07,,CPU
Intel Xeon E5-2650 V2,Intel Xeon E5-2650 V2,185.0,,CPU
Intel Core i7-8700T,Intel Core i7-8700T,304.38,Intel UHD Graphics 630,CPU
AMD Ryzen 5 2400G,AMD Ryzen 5 2400G,,Radeon Vega 11,CPU
Intel Xeon E5-2660,Intel Xeon E5-2660,,,CPU
Intel Core i5-750,Intel Core i5-750,72.0,,CPU
AMD FX-4350,AMD FX-4350,122.96,,CPU
Intel Pentium E2220,Intel Pentium E2220,19.98,,CPU
Intel Core i3-3240,Intel Core i3-3240,106.51,Intel HD Graphics 2500,CPU
Intel Core i5-4430,Intel Core i5-4430,,Intel HD Graphics 4600,CPU
Intel Xeon E5-2670 V3,Intel Xeon E5-2670 V3,,,CPU
Intel Xeon E5-2698 V4,Intel Xeon E5-2698 V4,,,CPU
Intel Core 2 Quad Q9300,Intel Core 2 Quad Q9300,42.6,,CPU
Intel Pentium G4400,Intel Pentium G4400,,Intel HD Graphics 510,CPU
AMD Ryzen 5 PRO 7645,AMD Ryzen 5 PRO 7645,,Radeon,CPU
Intel Core i5-9600,Intel Core i5-9600,195.0,Intel UHD Graphics 630,CPU
Intel Core i7-7700T,Intel Core i7-7700T,489.95,Intel HD Graphics 630,CPU
Intel Core i5-6402P,Intel Core i5-6402P,80.0,Intel HD Graphics 510,CPU
Intel Core i7-3770S,Intel Core i7-3770S,,Intel HD Graphics 4000,CPU
Intel Core i9-9960X,Intel Core i9-9960X,998.95,,CPU
Intel Celeron G4920,Intel Celeron G4920,50.27,Intel UHD Graphics 610,CPU
Intel Core i7-7800X,Intel Core i7-7800X,289.95,,CPU
AMD Ryzen 7 PRO 7745,AMD Ryzen 7 PRO 7745,,Radeon,CPU
Intel Xeon E5-2660 V4,Intel Xeon E5-2660 V4,399.0,,CPU
AMD FX-9370,AMD FX-9370,198.5,,CPU
Intel Core i7-4790S,Intel Core i7-4790S,,Intel HD Graphics 4000,CPU
Intel Core i5-8600K,Intel Core i5-8600K,,Intel UHD Graphics 630,CPU
Intel Core i5-9500T,Intel Core i5-9500T,,Intel UHD Graphics 630,CPU
Intel Core i7-6700T,Intel Core i7-6700T,,Intel HD Graphics 530,CPU
Intel Core i7-860,Intel Core i7-860,361.21,,CPU
Intel Celeron G4900T,Intel Celeron G4900T,59.95,Intel UHD Graphics 610,CPU
AMD Phenom II X4 965 Black,AMD Phenom II X4 965 Black,,,CPU
Intel Xeon E5-2697 V3,Intel Xeon E5-2697 V3,,,CPU
AMD Ryzen 3 2200G,AMD Ryzen 3 2200G,,Radeon Vega 8,CPU
AMD A8-6600K,AMD A8-6600K,92.86,Radeon HD 8570D,CPU
Intel Pentium G3258,Intel Pentium G3258,51.36,Intel HD Graphics,CPU
Intel Core i5-6500T,Intel Core i5-6500T,,Intel HD Graphics 530,CPU
Intel Core 2 Quad Q9650,Intel Core 2 Quad Q9650,,,CPU
Intel Core i3-8350K,Intel Core i3-8350K,,Intel UHD Graphics 630,CPU
Intel Core i5-2320,Intel Core i5-2320,,Intel HD Graphics 2000,CPU
Intel Core i9-7900X,Intel Core i9-7900X,898.95,,CPU
Intel Core i5-3550,Intel Core i5-3550,335.0,Intel HD Graphics 2500,CPU
Intel Xeon E5-2680 V3,Intel Xeon E5-2680 V3,,,CPU
AMD Athlon X4 970,AMD Athlon X4 970,,,CPU
Intel Celeron E3400,Intel Celeron E3400,18.98,,CPU
Intel Core i3-9350KF,Intel Core i3-9350KF,206.0,,CPU
AMD Athlon X4 860K,AMD Athlon X4 860K,,,CPU
Intel Xeon E5-1620 V3,Intel Xeon E5-1620 V3,69.02,,CPU
AMD FX-6300,AMD FX-6300,78.51,,CPU
Intel Core i3-3250,Intel Core i3-3250,57.65,Intel HD Graphics 2500,CPU
Intel Core i5-2400S,Intel Core i5-2400S,70.0,Intel HD Graphics 2000,CPU
AMD A6-3670K,AMD A6-3670K,,Radeon HD 6530D,CPU
Intel Core i3-8100T,Intel Core i3-8100T,,Intel UHD Graphics 630,CPU
Intel Core 2 Duo E7500,Intel Core 2 Duo E7500,99.63,,CPU
Intel Core i3-7100,Intel Core i3-7100,74.9,Intel HD Graphics 630,CPU
AMD A10-9700,AMD A10-9700,,Radeon R7 (on-die),CPU
Intel Xeon E5-1630 V4,Intel Xeon E5-1630 V4,229.95,,CPU
AMD Phenom II X6 1090T Black,AMD Phenom II X6 1090T Black,,,CPU
Intel Pentium Gold G6405,Intel Pentium Gold G6405,88.72,Intel UHD Graphics 610,CPU
Intel Celeron G5920,Intel Celeron G5920,52.99,Intel UHD Graphics 610,CPU
Intel Xeon E5-2687W V3,Intel Xeon E5-2687W V3,,,CPU
Intel Core i5-7600K,Intel Core i5-7600K,,Intel HD Graphics 630,CPU
Intel Core i7-10700K Avengers Collector's Edition,Intel Core i7-10700K Avengers Collector's Edition,741.0,Intel UHD Graphics 630,CPU
Intel Core i7-950,Intel Core i7-950,100.0,,CPU
AMD Athlon II 160u,AMD Athlon II 160u,,,CPU
Intel Core i5-650,Intel Core i5-650,70.0,Intel HD Graphics,CPU
AMD A8-9600,AMD A8-9600,,Radeon R7 (on-die),CPU
Intel Xeon E5-2620 V4,Intel Xeon E5-2620 V4,429.95,,CPU
Intel Celeron 440,Intel Celeron 440,29.98,,CPU
Intel Core i5-4570T,Intel Core i5-4570T,75.13,Intel HD Graphics 4600,CPU
Intel Xeon E5-1660 V2,Intel Xeon E5-1660 V2,1129.0,,CPU
Intel Xeon E5-2620,Intel Xeon E5-2620,36.75,,CPU
Intel Xeon E5-4620,Intel Xeon E5-4620,58.67,,CPU
Intel Core i5-760,Intel Core i5-760,100.0,,CPU
Intel Core i5-4570S,Intel Core i5-4570S,,Intel HD Graphics 4600,CPU
Intel Pentium Gold G6500,Intel Pentium Gold G6500,70.98,Intel UHD Graphics 630,CPU
Intel Xeon E-2176G,Intel Xeon E-2176G,643.62,Intel HD Graphics P630,CPU
Intel Core i7-4770K,Intel Core i7-4770K,231.05,Intel HD Graphics 4600,CPU
Intel Core i5-7400,Intel Core i5-7400,110.0,Intel HD Graphics 630,CPU
Intel Celeron G5925,Intel Celeron G5925,53.99,Intel UHD Graphics 610,CPU
Intel Xeon E3-1230 V2,Intel Xeon E3-1230 V2,271.85,,CPU
Intel Xeon E3-1240L V5,Intel Xeon E3-1240L V5,,,CPU
Intel Core i9-10900K,Intel Core i9-10900K,,Intel UHD Graphics 630,CPU
Intel Core i9-9900X,Intel Core i9-9900X,655.06,,CPU
Intel Core i7-3970X Extreme Edition,Intel Core i7-3970X Extreme Edition,,,CPU
Intel Core i3-6100,Intel Core i3-6100,98.95,Intel HD Graphics 530,CPU
AMD FX-8350,AMD FX-8350,192.57,,CPU
Intel Xeon E5-2640,Intel Xeon E5-2640,43.31,,CPU
Intel Core i7-5820K,Intel Core i7-5820K,429.95,,CPU
Intel Core i5-4590S,Intel Core i5-4590S,,Intel HD Graphics 4000,CPU
AMD A8-7650K,AMD A8-7650K,,Radeon R7 (on-die),CPU
Intel Core i3-6300,Intel Core i3-6300,92.54,Intel HD Graphics 530,CPU
Intel Core i5-7500,Intel Core i5-7500,,Intel HD Graphics 630,CPU
AMD Ryzen 7 2700,AMD Ryzen 7 2700,,,CPU
Intel Core i7-960,Intel Core i7-960,220.0,,CPU
Intel Core i5-9500F,Intel Core i5-9500F,249.0,,CPU
Intel Xeon E3-1270 V3,Intel Xeon E3-1270 V3,420.0,,CPU
Intel Core 2 Extreme QX9770,Intel Core 2 Extreme QX9770,,,CPU
Intel Xeon E5-2695 V4,Intel Xeon E5-2695 V4,,,CPU
Intel Core 2 Extreme QX9650,Intel Core 2 Extreme QX9650,152.52,,CPU
Intel Core i5-8400T,Intel Core i5-8400T,139.0,Intel UHD Graphics 630,CPU
AMD Athlon X2 370K,AMD Athlon X2 370K,,,CPU
Intel Xeon E5-1660 V3,Intel Xeon E5-1660 V3,204.44,,CPU
AMD FX-8150,AMD FX-8150,,,CPU
AMD A10-6800K,AMD A10-6800K,467.04,Radeon HD 8670D,CPU
Intel Core i7-4771,Intel Core i7-4771,,Intel HD Graphics 4600,CPU
AMD A10-7800,AMD A10-7800,,Radeon R7 (on-die),CPU
AMD Athlon X4 950,AMD Athlon X4 950,,,CPU
Intel Xeon E5-2650,Intel Xeon E5-2650,89.0,,CPU
Intel Celeron G4900,Intel Celeron G4900,72.55,Intel UHD Graphics 610,CPU
Intel Core i5-4690K,Intel Core i5-4690K,,Intel HD Graphics 4600,CPU
AMD A10-7860k,AMD A10-7860k,,Radeon R7 (on-die),CPU
Intel Core i9-9900,Intel Core i9-9900,,Intel UHD Graphics 630,CPU
AMD Ryzen 7 PRO 7745,AMD Ryzen 7 PRO 7745,,Radeon,CPU
Intel Xeon E3-1245 V5,Intel Xeon E3-1245 V5,474.39,Intel HD Graphics P530,CPU
Intel Xeon E5-1620 V4,Intel Xeon E5-1620 V4,148.94,,CPU
Intel Pentium Gold G5400,Intel Pentium Gold G5400,,Intel UHD Graphics 610,CPU
Intel Core i9-9960X,Intel Core i9-9960X,,,CPU
AMD Athlon 3000G (14nm),AMD Athlon 3000G (14nm),,Radeon Vega 3,CPU
AMD A10-7890K,AMD A10-7890K,,Radeon R7 (on-die),CPU
Intel Xeon E5-2660 V3,Intel Xeon E5-2660 V3,,,CPU
AMD Phenom II X4 955,AMD Phenom II X4 955,,,CPU
Intel Core i5-4670S,Intel Core i5-4670S,535.0,Intel HD Graphics 4600,CPU
AMD FX-8320,AMD FX-8320,106.55,,CPU
Intel Core i5-9400,Intel Core i5-9400,,Intel UHD Graphics 630,CPU
Intel Core i5-8500,Intel Core i5-8500,172.92,Intel UHD Graphics 630,CPU
Intel Core i5-9600KF,Intel Core i5-9600KF,339.95,,CPU
AMD A8-5600K,AMD A8-5600K,249.99,Radeon HD 7560D,CPU
Intel Core i5-6400,Intel Core i5-6400,,Intel HD Graphics 530,CPU
Intel Core i7-3960X Extreme Edition,Intel Core i7-3960X Extreme Edition,295.16,,CPU
Intel Xeon E5-2660 V3,Intel Xeon E5-2660 V3,149.94,,CPU
Intel Core i3-7100T,Intel Core i3-7100T,48.1,Intel HD Graphics 630,CPU
Intel Core i9-7980XE,Intel Core i9-7980XE,1249.95,,CPU
Intel Xeon E5-2620 V3,Intel Xeon E5-2620 V3,80.0,,CPU
Intel Xeon E5-2640 V4,Intel Xeon E5-2640 V4,,,CPU
Intel Celeron G1610,Intel Celeron G1610,37.0,Intel HD Graphics,CPU
Intel Core i3-540,Intel Core i3-540,60.0,Intel HD Graphics,CPU
AMD A10-7700K,AMD A10-7700K,132.86,Radeon R7 (on-die),CPU
Intel Xeon E3-1230 V3,Intel Xeon E3-1230 V3,315.86,,CPU
AMD FX-6350,AMD FX-6350,,,CPU
Intel Pentium Gold G5500,Intel Pentium Gold G5500,64.06,Intel UHD Graphics 630,CPU
Intel Xeon E5-2690 V2,Intel Xeon E5-2690 V2,,,CPU
AMD FX-8320E,AMD FX-8320E,,,CPU
AMD Phenom II X6 1100T Black,AMD Phenom II X6 1100T Black,,,CPU
Intel Core i5-2300,Intel Core i5-2300,,Intel HD Graphics 2000,CPU
Intel Xeon E5-2650 V3,Intel Xeon E5-2650 V3,,,CPU
Intel Xeon E-2124,Intel Xeon E-2124,110.0,,CPU
Intel Core i7-4770K,Intel Core i7-4770K,155.86,Intel HD Graphics 4600,CPU
AMD FX-8350,AMD FX-8350,253.24,,CPU
Intel Pentium G3220,Intel Pentium G3220,,Intel HD Graphics,CPU
Intel Core i3-6098P,Intel Core i3-6098P,59.0,Intel HD Graphics 510,CPU
Intel Pentium G4600,Intel Pentium G4600,,Intel HD Graphics 630,CPU
AMD Threadripper 2990WX,AMD Threadripper 2990WX,,,CPU
Intel Core 2 Duo E6400,Intel Core 2 Duo E6400,35.0,,CPU
Intel Core i7-980,Intel Core i7-980,356.02,,CPU
Intel Core i3-4130T,Intel Core i3-4130T,60.0,Intel HD Graphics 4400,CPU
Intel Pentium E5400,Intel Pentium E5400,,,CPU
Intel Core i3-10100T,Intel Core i3-10100T,,Intel UHD Graphics 630,CPU
AMD A10-5700,AMD A10-5700,72.51,Radeon HD 7660D,CPU
AMD FX-9590,AMD FX-9590,,,CPU
Intel Core i7-4790K,Intel Core i7-4790K,,Intel HD Graphics 4600,CPU
Intel Xeon E5-2660,Intel Xeon E5-2660,,,CPU
Intel Core i9-10850K,Intel Core i9-10850K,,Intel UHD Graphics 630,CPU
Intel Core i3-10320,Intel Core i3-10320,120.0,Intel UHD Graphics 630,CPU
Intel Core i7-7820X,Intel Core i7-7820X,489.05,,CPU
Intel Core i7-2600S,Intel Core i7-2600S,235.0,Intel HD Graphics 2000,CPU
Intel Xeon E5-2680,Intel Xeon E5-2680,110.0,,CPU
Intel Core i7-5930K,Intel Core i7-5930K,529.95,,CPU
Intel Core i5-2310,Intel Core i5-2310,,Intel HD Graphics 2000,CPU
AMD A4-5300,AMD A4-5300,,Radeon HD 7480D,CPU
Intel Xeon E5-2690 V3,Intel Xeon E5-2690 V3,,,CPU
Intel Core i9-9820X,Intel Core i9-9820X,,,CPU
Intel Core i3-9100T,Intel Core i3-9100T,,Intel UHD Graphics 630,CPU
AMD Phenom II X4 820,AMD Phenom II X4 820,56.64,,CPU
Intel Celeron G3930,Intel Celeron G3930,56.99,Intel HD Graphics 610,CPU
Intel Core i5-7640X,Intel Core i5-7640X,250.0,,CPU
Intel Celeron G3930T,Intel Celeron G3930T,46.07,Intel HD Graphics 610,CPU
Intel Core i7-990X Extreme Edition,Intel Core i7-990X Extreme Edition,,,CPU
Intel Pentium G2030,Intel Pentium G2030,,Intel HD Graphics,CPU
Intel Core i7-9700T,Intel Core i7-9700T,,Intel HD Graphics 630,CPU
Intel Core i5-9400T,Intel Core i5-9400T,,Intel UHD Graphics 630,CPU
Intel Pentium Gold G6600,Intel Pentium Gold G6600,69.63,Intel UHD Graphics 630,CPU
Intel Core i3-6100T,Intel Core i3-6100T,,Intel HD Graphics 530,CPU
Intel Core i9-9940X,Intel Core i9-9940X,,,CPU
Intel Core 2 Quad Q9300,Intel Core 2 Quad Q9300,172.0,,CPU
AMD FX-8120,AMD FX-8120,,,CPU
AMD A8-3870K,AMD A8-3870K,,Radeon HD 6550D,CPU
Intel Core i5-7600T,Intel Core i5-7600T,,Intel HD Graphics 630,CPU
Intel Core 2 Extreme QX9775,Intel Core 2 Extreme QX9775,1298.0,,CPU
Intel Xeon E5-2660,Intel Xeon E5-2660,,,CPU
Intel Xeon E3-1220 V3,Intel Xeon E3-1220 V3,103.6,,CPU
Intel Pentium E6600,Intel Pentium E6600,50.0,,CPU
Intel Xeon E5-1650 V2,Intel Xeon E5-1650 V2,229.95,,CPU
Intel Celeron 440,Intel Celeron 440,49.99,,CPU
Intel Celeron G440,Intel Celeron G440,,Intel HD Graphics,CPU
AMD FX-4100,AMD FX-4100,,,CPU
AMD A10-5800K,AMD A10-5800K,,Radeon HD 7660D,CPU
Intel Xeon E5-2680 V2,Intel Xeon E5-2680 V2,,,CPU
Intel Core i7-4790T,Intel Core i7-4790T,155.86,,CPU
Intel Core i9-9900X,Intel Core i9-9900X,,,CPU
AMD Ryzen 3 1200 (12nm),AMD Ryzen 3 1200 (12nm),,,CPU
Intel Pentium Gold G6605,Intel Pentium Gold G6605,176.34,Intel UHD Graphics 630,CPU
AMD A10-7870K,AMD A10-7870K,281.82,Radeon R7 (on-die),CPU
AMD A12-9800,AMD A12-9800,140.0,Radeon R7 (on-die),CPU
Intel Core i3-3210,Intel Core i3-3210,70.0,Intel HD Graphics 2500,CPU
Intel Pentium Gold G5420,Intel Pentium Gold G5420,,Intel UHD Graphics 610,CPU
Intel Core i5-10600K,Intel Core i5-10600K,,Intel UHD Graphics 630,CPU
Intel Xeon E5-2670,Intel Xeon E5-2670,,,CPU
Intel Core i3-8300,Intel Core i3-8300,,Intel UHD Graphics 630,CPU
Intel Core i9-9920X,Intel Core i9-9920X,799.99,,CPU
Intel Xeon E5-2687W,Intel Xeon E5-2687W,,,CPU
Intel Core i5-7400T,Intel Core i5-7400T,75.0,Intel HD Graphics 630,CPU
AMD Phenom II X4 955 Black,AMD Phenom II X4 955 Black,,,CPU
Intel Core 2 Quad Q9550S,Intel Core 2 Quad Q9550S,,,CPU
AMD A8-6500,AMD A8-6500,,Radeon HD 8570D,CPU
Intel Xeon E3-1275 V3,Intel Xeon E3-1275 V3,,Intel HD Graphics P4600,CPU
Intel Core i5-9600K,Intel Core i5-9600K,,Intel UHD Graphics 630,CPU
Intel Core i7-930,Intel Core i7-930,198.73,,CPU
AMD Phenom II X4 945,AMD Phenom II X4 945,,,CPU
Intel Core 2 Quad Q9400,Intel Core 2 Quad Q9400,,,CPU
Intel Xeon E5-2687W V2,Intel Xeon E5-2687W V2,,,CPU
AMD A6-7400K,AMD A6-7400K,89.98,Radeon R5 (on die),CPU
Intel Core i3-8100,Intel Core i3-8100,124.9,Intel UHD Graphics 630,CPU
Intel Core i5-8500,Intel Core i5-8500,,Intel UHD Graphics 630,CPU
Intel Core i9-9900T,Intel Core i9-9900T,,Intel UHD Graphics 630,CPU
Intel Core i7-7740X,Intel Core i7-7740X,504.57,,CPU
Intel Celeron G530,Intel Celeron G530,41.86,Intel HD Graphics,CPU
Intel Xeon E-2288G,Intel Xeon E-2288G,,Intel HD Graphics P630,CPU
Intel Core 2 Quad Q9550,Intel Core 2 Quad Q9550,165.51,,CPU
Intel Celeron G1820,Intel Celeron G1820,,Intel HD Graphics,CPU
AMD 3850,AMD 3850,,Radeon HD 8280,CPU
Intel Pentium G3250,Intel Pentium G3250,61.0,Intel HD Graphics,CPU
AMD Opteron 6378,AMD Opteron 6378,,,CPU
Intel Core i5-4460S,Intel Core i5-4460S,,Intel HD Graphics 4000,CPU
AMD Athlon 220GE,AMD Athlon 220GE,,Radeon Vega 3,CPU
Intel Core 2 Duo E7300,Intel Core 2 Duo E7300,38.19,,CPU
AMD A10-6700,AMD A10-6700,78.02,Radeon HD 8670D,CPU
Intel Celeron 420,Intel Celeron 420,,,CPU
AMD Phenom II X6 1055T,AMD Phenom II X6 1055T,,,CPU
Intel Pentium E2160,Intel Pentium E2160,49.0,,CPU
AMD Athlon II X2 250,AMD Athlon II X2 250,,,CPU
AMD Athlon X4 750K,AMD Athlon X4 750K,,,CPU
Intel Core i5-5675C,Intel Core i5-5675C,,Iris Pro Graphics 6200,CPU
Intel Core i7-5775C,Intel Core i7-5775C,,Iris Pro Graphics 6200,CPU
Intel Core i9-7940X,Intel Core i9-7940X,,,CPU
AMD Athlon 200GE,AMD Athlon 200GE,,Radeon Vega 3,CPU
Intel Pentium Gold G5400T,Intel Pentium Gold G5400T,79.95,Intel UHD Graphics 610,CPU
Intel Xeon E3-1245 V6,Intel Xeon E3-1245 V6,555.48,Intel HD Graphics P630,CPU
Intel Xeon E5-1620 V2,Intel Xeon E5-1620 V2,,,CPU
Intel Pentium G630,Intel Pentium G630,37.49,Intel HD Graphics,CPU
Intel Core i3-4340,Intel Core i3-4340,60.0,Intel HD Graphics 4600,CPU
Intel Core i3-4160,Intel Core i3-4160,,Intel HD Graphics 4400,CPU
Intel Xeon E5-1650 V4,Intel Xeon E5-1650 V4,,,CPU
Intel Core i5-7600,Intel Core i5-7600,,Intel HD Graphics 630,CPU
Intel Core i7-7700T,Intel Core i7-7700T,,Intel HD Graphics 630,CPU
AMD Ryzen 7 1800X,AMD Ryzen 7 1800X,,,CPU
Intel Xeon E3-1270 V6,Intel Xeon E3-1270 V6,725.37,,CPU
Intel Core i3-9300,Intel Core i3-9300,264.13,Intel UHD Graphics 630,CPU
AMD Athlon II X4 630,AMD Athlon II X4 630,52.6,,CPU
Intel Xeon E-2286G,Intel Xeon E-2286G,777.91,Intel HD Graphics P630,CPU
Intel Core i5-4690S,Intel Core i5-4690S,,Intel HD Graphics 4600,CPU
Intel Xeon E3-1270 V2,Intel Xeon E3-1270 V2,,,CPU
Intel Core 2 Duo E8600,Intel Core 2 Duo E8600,,,CPU
Intel Core i3-2130,Intel Core i3-2130,,Intel HD Graphics 2000,CPU
Intel Core i5-2550K,Intel Core i5-2550K,,,CPU
AMD A8-5500,AMD A8-5500,,Radeon HD 7560D,CPU
Intel Celeron G1840,Intel Celeron G1840,,Intel HD Graphics,CPU
Intel Xeon E5-1620,Intel Xeon E5-1620,,,CPU
Intel Core i5-6600T,Intel Core i5-6600T,184.98,Intel HD Graphics 530,CPU
Intel Core i5-8600,Intel Core i5-8600,269.95,Intel UHD Graphics 630,CPU
Intel Core i5-3330S,Intel Core i5-3330S,149.94,Intel HD Graphics 2500,CPU
AMD Athlon 240GE,AMD Athlon 240GE,,Radeon Vega 3,CPU
AMD Athlon II X4 640,AMD Athlon II X4 640,74.79,,CPU
Intel Core i7-5775C,Intel Core i7-5775C,969.65,Iris Pro Graphics 6200,CPU
Intel Core i5-3450S,Intel Core i5-3450S,95.0,Intel HD Graphics 2500,CPU
Intel Xeon E3-1245 V3,Intel Xeon E3-1245 V3,,Intel HD Graphics P4600,CPU
Intel Core i5-3340,Intel Core i5-3340,278.02,Intel HD Graphics 2500,CPU
Intel Xeon E5-1680 V3,Intel Xeon E5-1680 V3,,,CPU
Intel Core i5-6600,Intel Core i5-6600,,Intel HD Graphics 530,CPU
Intel Core i5-6400T,Intel Core i5-6400T,,Intel HD Graphics 530,CPU
Intel Core i7-6800K,Intel Core i7-6800K,329.11,,CPU
Intel Core i5-3570S,Intel Core i5-3570S,,Intel HD Graphics 2500,CPU
Intel Pentium Gold G5600,Intel Pentium Gold G5600,,Intel UHD Graphics 630,CPU
Intel Core i5-3570,Intel Core i5-3570,,Intel HD Graphics 2500,CPU
Intel Xeon E3-1241 V3,Intel Xeon E3-1241 V3,298.0,,CPU
Intel Xeon E5-2650L,Intel Xeon E5-2650L,129.94,,CPU
AMD A12-9800E,AMD A12-9800E,138.02,Radeon R7 (on-die),CPU
Intel Xeon E5-2670 V2,Intel Xeon E5-2670 V2,,,CPU
AMD Athlon X4 760K,AMD Athlon X4 760K,,,CPU
Intel Core i3-3245,Intel Core i3-3245,60.0,Intel HD Graphics 4000,CPU
Intel Xeon E5-2650L V2,Intel Xeon E5-2650L V2,,,CPU
AMD Athlon X4 880K,AMD Athlon X4 880K,,,CPU
AMD Threadripper 2970WX,AMD Threadripper 2970WX,,,CPU
Intel Core i9-9940X,Intel Core i9-9940X,998.95,,CPU
Intel Core i7-875K,Intel Core i7-875K,180.0,,CPU
Intel Xeon E5-2609 V4,Intel Xeon E5-2609 V4,293.37,,CPU
Intel Pentium E5300,Intel Pentium E5300,59.49,,CPU
Intel Pentium E2140,Intel Pentium E2140,79.95,,CPU
AMD Athlon II X4 620,AMD Athlon II X4 620,59.49,,CPU
Intel Xeon E3-1275 V5,Intel Xeon E3-1275 V5,,Intel HD Graphics P530,CPU
Intel Xeon E3-1225 V5,Intel Xeon E3-1225 V5,265.0,Intel HD Graphics P530,CPU
Intel Core i5-7640X,Intel Core i5-7640X,225.4,,CPU
Intel Core i3-550,Intel Core i3-550,,Intel HD Graphics,CPU
AMD Phenom II X4 940 Black,AMD Phenom II X4 940 Black,,,CPU
Intel Xeon E3-1240 V2,Intel Xeon E3-1240 V2,345.0,,CPU
Intel Xeon E3-1240 V3,Intel Xeon E3-1240 V3,,,CPU
Intel Core i5-4440S,Intel Core i5-4440S,117.8,Intel HD Graphics 4600,CPU
Intel Core i7-3770T,Intel Core i7-3770T,,Intel HD Graphics 4000,CPU
Intel Core i3-6320,Intel Core i3-6320,,Intel HD Graphics 530,CPU
Intel Pentium G3260,Intel Pentium G3260,,Intel HD Graphics,CPU
AMD A10-9700E,AMD A10-9700E,,Radeon R7 (on-die),CPU
Intel Core i5-9500,Intel Core i5-9500,,Intel UHD Graphics 630,CPU
Intel Xeon E3-1275,Intel Xeon E3-1275,376.99,Intel HD Graphics,CPU
Intel Core i7-940,Intel Core i7-940,149.94,,CPU
Intel Xeon E3-1245 V2,Intel Xeon E3-1245 V2,367.5,Intel HD Graphics P4000,CPU
Intel Core i7-870,Intel Core i7-870,195.02,,CPU
Intel Pentium G4500,Intel Pentium G4500,80.79,Intel HD Graphics 530,CPU
Intel Pentium G620,Intel Pentium G620,,Intel HD Graphics,CPU
AMD Phenom II X6 1045T,AMD Phenom II X6 1045T,,,CPU
Intel Core i3-3225,Intel Core i3-3225,,Intel HD Graphics 4000,CPU
AMD A6-5400K,AMD A6-5400K,,Radeon HD 7540D,CPU
AMD 5150,AMD 5150,,Radeon HD 8400,CPU
AMD FX-4300,AMD FX-4300,,,CPU
Intel Xeon E3-1226 V3,Intel Xeon E3-1226 V3,,Intel HD Graphics P4600,CPU
Intel Xeon E3-1230 V5,Intel Xeon E3-1230 V5,,,CPU
Intel Pentium G4560,Intel Pentium G4560,,Intel HD Graphics 610,CPU
AMD A6-7480,AMD A6-7480,,Radeon R5 (on die),CPU
Intel Pentium E5800,Intel Pentium E5800,58.0,,CPU
Intel Xeon E3-1220 V5,Intel Xeon E3-1220 V5,121.05,,CPU
Intel Celeron G3900,Intel Celeron G3900,53.5,Intel HD Graphics 510,CPU
Intel Core 2 Quad Q6600,Intel Core 2 Quad Q6600,94.97,,CPU
Intel Core i9-7920X,Intel Core i9-7920X,,,CPU
Intel Core i7-880,Intel Core i7-880,,,CPU
Intel Core i7-970,Intel Core i7-970,,,CPU
AMD Sempron 140,AMD Sempron 140,,,CPU
AMD FX-4130,AMD FX-4130,,,CPU
Intel Xeon E5-2660 V2,Intel Xeon E5-2660 V2,,,CPU
Intel Xeon E5-1650,Intel Xeon E5-1650,,,CPU
Intel Xeon E5-2603 V3,Intel Xeon E5-2603 V3,135.0,,CPU
Intel Xeon E5-2650L V4,Intel Xeon E5-2650L V4,,,CPU
Intel Core i5-8600T,Intel Core i5-8600T,,Intel UHD Graphics 630,CPU
AMD Threadripper 2950X,AMD Threadripper 2950X,,,CPU
Intel Core i5-9600T,Intel Core i5-9600T,,Intel UHD Graphics 630,CPU
Intel Xeon E-2276G,Intel Xeon E-2276G,,Intel HD Graphics P630,CPU
